,tmp,cat,sub_cat,model,em_sum,em_mean,em_ci,ea_sum,ea_mean,ea_ci,rea_sum,rea_mean,rea_ci,et_sum,et_mean,et_ci,cc_sum,cc_mean,cc_ci,tokens_sum,tokens_mean,tokens_ci,count_sum,count_mean,count_ci
148,0.5,c5,s28,dail,772,0.33,"(30.95%, 34.12%)",1421,0.6,"(58.22%, 61.54%)",1548,0.65,"(63.62%, 66.85%)",173239089.0,73004.25,"(6058753.42%, 8542096.89%)",2286,0.96,"(95.70%, 96.97%)",12506196,5270.2,"(503725.46%, 550315.50%)",2373,1.0,"(100.00%, 100.00%)"
149,0.5,c5,s28,din,727,0.31,"(29.07%, 32.20%)",1288,0.54,"(52.59%, 55.97%)",1421,0.6,"(58.22%, 61.54%)",215002265.0,90603.57,"(6755028.65%, 11365684.80%)",2203,0.93,"(91.96%, 93.71%)",41320146,17412.62,"(1715060.73%, 1767463.16%)",2373,1.0,"(100.00%, 100.00%)"
150,0.5,c5,s29,dail,0,0.0,"(0.00%, 0.00%)",29,0.46,"(35.59%, 56.48%)",33,0.52,"(41.92%, 62.85%)",13188591.0,209342.71,"(7284751.07%, 34583791.79%)",54,0.86,"(78.38%, 93.05%)",668118,10605.05,"(741836.32%, 1379173.21%)",63,1.0,"(100.00%, 100.00%)"
151,0.5,c5,s29,din,0,0.0,"(0.00%, 0.00%)",28,0.44,"(34.03%, 54.86%)",29,0.46,"(35.59%, 56.48%)",5133069.0,81477.29,"(452500.87%, 15842956.27%)",56,0.89,"(82.30%, 95.47%)",1312524,20833.71,"(1944193.06%, 2222549.80%)",63,1.0,"(100.00%, 100.00%)"
152,0.5,c6,s31,dail,0,0.0,"(0.00%, 0.00%)",41,0.28,"(22.25%, 34.70%)",65,0.45,"(38.27%, 52.01%)",765893.0,5318.7,"(290677.56%, 773062.71%)",126,0.88,"(82.94%, 92.06%)",1208912,8395.22,"(664400.31%, 1014644.14%)",144,1.0,"(100.00%, 100.00%)"
153,0.5,c6,s31,din,0,0.0,"(0.00%, 0.00%)",37,0.26,"(19.67%, 31.72%)",66,0.46,"(38.96%, 52.71%)",560231.0,3890.49,"(137152.32%, 640946.29%)",136,0.94,"(91.28%, 97.61%)",2197440,15260.0,"(1418820.44%, 1633179.56%)",144,1.0,"(100.00%, 100.00%)"
154,0.5,c6,s32,dail,20,0.02,"(1.01%, 2.17%)",562,0.45,"(42.39%, 47.02%)",601,0.48,"(45.49%, 50.14%)",78787995.0,62679.39,"(4932776.55%, 7603101.74%)",1236,0.98,"(97.73%, 98.93%)",10807597,8597.93,"(804670.02%, 914915.82%)",1257,1.0,"(100.00%, 100.00%)"
155,0.5,c6,s32,din,15,0.01,"(0.69%, 1.70%)",530,0.42,"(39.86%, 44.46%)",587,0.47,"(44.38%, 49.02%)",73697171.0,58629.41,"(4072958.91%, 7652923.51%)",1192,0.95,"(93.80%, 95.86%)",31050664,24702.2,"(2430471.07%, 2509968.70%)",1257,1.0,"(100.00%, 100.00%)"
156,0.5,c6,s33,dail,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",16520827.0,229455.93,"(4648727.07%, 41242459.04%)",64,0.89,"(82.73%, 95.04%)",4643370,64491.25,"(6399460.79%, 6498789.21%)",72,1.0,"(100.00%, 100.00%)"
157,0.5,c6,s33,din,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",1066435.0,14811.6,"(1328908.21%, 1633411.23%)",48,0.67,"(57.44%, 75.90%)",3250083,45140.04,"(4498305.75%, 4529702.58%)",72,1.0,"(100.00%, 100.00%)"
158,0.5,c6,s34,dail,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",1637966.0,22749.53,"(1835159.85%, 2714745.70%)",43,0.6,"(50.12%, 69.33%)",4401987,61138.71,"(5790665.75%, 6437075.91%)",72,1.0,"(100.00%, 100.00%)"
159,0.5,c6,s34,din,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",6926716.0,96204.39,"(10157.46%, 19230720.32%)",43,0.6,"(50.12%, 69.33%)",3203399,44491.65,"(4390391.17%, 4507939.38%)",72,1.0,"(100.00%, 100.00%)"
160,0.8,c1,s0,dail,273,0.65,"(61.16%, 68.84%)",257,0.61,"(57.26%, 65.12%)",297,0.71,"(67.05%, 74.38%)",9007687.0,21446.87,"(1319136.33%, 2970238.43%)",279,0.66,"(62.62%, 70.24%)",1811384,4312.82,"(411150.13%, 451413.68%)",420,1.0,"(100.00%, 100.00%)"
161,0.8,c1,s0,din,263,0.63,"(58.72%, 66.52%)",241,0.57,"(53.39%, 61.37%)",290,0.69,"(65.32%, 72.77%)",9490603.0,22596.67,"(1116634.82%, 3402699.94%)",265,0.63,"(59.21%, 66.98%)",6565771,15632.79,"(1497318.96%, 1629238.65%)",420,1.0,"(100.00%, 100.00%)"
162,0.8,c1,s1,dail,944,0.89,"(87.83%, 90.96%)",934,0.88,"(86.82%, 90.07%)",1004,0.95,"(93.98%, 96.17%)",583637.0,552.69,"(52353.85%, 58183.46%)",983,0.93,"(91.80%, 94.38%)",2769905,2623.02,"(257689.33%, 266913.89%)",1056,1.0,"(100.00%, 100.00%)"
163,0.8,c1,s1,din,908,0.86,"(84.22%, 87.75%)",930,0.88,"(86.42%, 89.71%)",975,0.92,"(90.98%, 93.68%)",553776.0,524.41,"(47361.49%, 57520.33%)",981,0.93,"(91.59%, 94.20%)",10514933,9957.32,"(988245.93%, 1003218.65%)",1056,1.0,"(100.00%, 100.00%)"
164,0.8,c1,s2,dail,42,0.78,"(68.36%, 87.20%)",45,0.83,"(74.89%, 91.78%)",52,0.96,"(92.02%, 100.58%)",26365.0,488.24,"(43640.99%, 54007.16%)",51,0.94,"(89.25%, 99.64%)",113972,2110.59,"(195868.83%, 226249.69%)",54,1.0,"(100.00%, 100.00%)"
165,0.8,c1,s2,din,45,0.83,"(74.89%, 91.78%)",51,0.94,"(89.25%, 99.64%)",54,1.0,"(100.00%, 100.00%)",23785.0,440.46,"(39969.22%, 48123.38%)",54,1.0,"(100.00%, 100.00%)",488268,9042.0,"(896310.11%, 912089.89%)",54,1.0,"(100.00%, 100.00%)"
166,0.8,c2,s3,dail,1179,0.92,"(91.02%, 93.49%)",1168,0.91,"(90.10%, 92.69%)",1241,0.97,"(96.33%, 97.88%)",707698.0,553.75,"(52798.60%, 57952.26%)",1270,0.99,"(99.01%, 99.74%)",2657926,2079.75,"(205199.22%, 210751.64%)",1278,1.0,"(100.00%, 100.00%)"
167,0.8,c2,s3,din,1163,0.91,"(89.68%, 92.32%)",1142,0.89,"(87.93%, 90.78%)",1212,0.95,"(93.81%, 95.86%)",638969.0,499.98,"(47594.92%, 52400.23%)",1265,0.99,"(98.52%, 99.45%)",11976880,9371.58,"(933315.57%, 941000.55%)",1278,1.0,"(100.00%, 100.00%)"
168,0.8,c2,s4,dail,2375,0.75,"(74.06%, 76.59%)",2393,0.76,"(74.64%, 77.15%)",2641,0.84,"(82.68%, 84.85%)",37424012.0,11869.33,"(866549.96%, 1507316.96%)",2728,0.87,"(85.52%, 87.52%)",10520509,3336.67,"(327545.30%, 339787.97%)",3153,1.0,"(100.00%, 100.00%)"
169,0.8,c2,s4,din,2308,0.73,"(71.90%, 74.50%)",2360,0.75,"(73.57%, 76.12%)",2578,0.82,"(80.63%, 82.90%)",39296549.0,12463.23,"(746149.41%, 1746495.63%)",2770,0.88,"(86.89%, 88.81%)",47749230,15144.06,"(1488496.93%, 1540315.63%)",3153,1.0,"(100.00%, 100.00%)"
170,0.8,c2,s5,dail,22,0.14,"(9.68%, 19.07%)",61,0.4,"(33.32%, 46.42%)",81,0.53,"(46.26%, 59.62%)",16536521.0,108081.84,"(6508693.67%, 15107673.65%)",70,0.46,"(39.08%, 52.42%)",1008133,6589.1,"(614270.35%, 703550.57%)",153,1.0,"(100.00%, 100.00%)"
171,0.8,c2,s5,din,21,0.14,"(9.12%, 18.33%)",59,0.39,"(32.05%, 45.08%)",70,0.46,"(39.08%, 52.42%)",14716203.0,96184.33,"(5818660.38%, 13418206.28%)",80,0.52,"(45.60%, 58.97%)",3959297,25877.76,"(2434157.67%, 2741393.97%)",153,1.0,"(100.00%, 100.00%)"
172,0.8,c2,s6,dail,3326,0.78,"(77.08%, 79.18%)",3720,0.87,"(86.55%, 88.23%)",3789,0.89,"(88.22%, 89.80%)",57504631.0,13508.25,"(1034688.58%, 1666961.93%)",3952,0.93,"(92.18%, 93.49%)",11065726,2599.42,"(256131.25%, 263752.51%)",4257,1.0,"(100.00%, 100.00%)"
173,0.8,c2,s6,din,2711,0.64,"(62.47%, 64.90%)",3560,0.84,"(82.69%, 84.56%)",3635,0.85,"(84.50%, 86.28%)",56952617.0,13378.58,"(835085.61%, 1840630.48%)",3874,0.91,"(90.28%, 91.73%)",54453212,12791.45,"(1261617.52%, 1296672.92%)",4257,1.0,"(100.00%, 100.00%)"
174,0.8,c2,s7,dail,1135,0.56,"(54.31%, 57.95%)",1452,0.72,"(70.16%, 73.46%)",1596,0.79,"(77.44%, 80.43%)",36245677.0,17925.66,"(1233712.24%, 2351419.02%)",1508,0.75,"(72.98%, 76.18%)",8008120,3960.49,"(387317.98%, 404780.94%)",2022,1.0,"(100.00%, 100.00%)"
175,0.8,c2,s7,din,932,0.46,"(44.26%, 47.92%)",1336,0.66,"(64.34%, 67.81%)",1487,0.74,"(71.92%, 75.16%)",38794234.0,19186.07,"(999903.22%, 2837310.82%)",1268,0.63,"(60.94%, 64.49%)",30970908,15316.97,"(1496342.21%, 1567051.27%)",2022,1.0,"(100.00%, 100.00%)"
176,0.8,c2,s8,dail,780,0.79,"(76.89%, 81.17%)",714,0.72,"(69.99%, 74.69%)",860,0.87,"(85.37%, 88.89%)",32512084.0,32940.31,"(2090390.74%, 4497670.86%)",863,0.87,"(85.70%, 89.18%)",2820198,2857.34,"(277945.93%, 293522.76%)",987,1.0,"(100.00%, 100.00%)"
177,0.8,c2,s8,din,765,0.78,"(75.31%, 79.70%)",693,0.7,"(67.81%, 72.62%)",843,0.85,"(83.56%, 87.27%)",28122221.0,28492.63,"(1653493.81%, 4045031.21%)",889,0.9,"(88.50%, 91.64%)",11832352,11988.2,"(1163173.66%, 1234466.05%)",987,1.0,"(100.00%, 100.00%)"
178,0.8,c2,s9,dail,1661,0.6,"(58.71%, 61.78%)",1709,0.62,"(60.46%, 63.51%)",2342,0.85,"(83.82%, 86.07%)",28197050.0,10227.44,"(601039.89%, 1444447.96%)",2195,0.8,"(78.35%, 80.88%)",9569143,3470.85,"(343530.12%, 350640.58%)",2757,1.0,"(100.00%, 100.00%)"
179,0.8,c2,s9,din,955,0.35,"(33.14%, 36.13%)",1672,0.61,"(59.11%, 62.18%)",2195,0.8,"(78.35%, 80.88%)",42390986.0,15375.77,"(673843.39%, 2401309.75%)",1967,0.71,"(69.92%, 72.77%)",30974436,11234.83,"(1109534.48%, 1137432.22%)",2757,1.0,"(100.00%, 100.00%)"
180,0.8,c3,s12,dail,215,0.74,"(69.63%, 78.14%)",210,0.72,"(67.82%, 76.51%)",237,0.81,"(77.68%, 85.21%)",8336273.0,28646.99,"(1320998.62%, 4408398.63%)",265,0.91,"(88.30%, 93.83%)",1052291,3616.12,"(347827.52%, 375396.53%)",291,1.0,"(100.00%, 100.00%)"
181,0.8,c3,s12,din,204,0.7,"(65.67%, 74.54%)",225,0.77,"(73.26%, 81.38%)",239,0.82,"(78.42%, 85.84%)",9652321.0,33169.49,"(1672295.50%, 4961602.10%)",269,0.92,"(89.88%, 95.00%)",4146339,14248.59,"(1358776.50%, 1490941.02%)",291,1.0,"(100.00%, 100.00%)"
182,0.8,c3,s13,dail,1489,0.7,"(68.07%, 71.35%)",1614,0.76,"(74.03%, 77.10%)",1827,0.86,"(84.28%, 86.79%)",1711708.0,801.36,"(72752.06%, 87520.23%)",1885,0.88,"(87.10%, 89.40%)",7930803,3712.92,"(368077.62%, 374506.93%)",2136,1.0,"(100.00%, 100.00%)"
183,0.8,c3,s13,din,1261,0.59,"(57.28%, 60.79%)",1449,0.68,"(66.17%, 69.51%)",1659,0.78,"(76.18%, 79.16%)",1410964.0,660.56,"(58837.04%, 73275.69%)",1715,0.8,"(78.87%, 81.71%)",23971570,11222.65,"(1116327.50%, 1128201.52%)",2136,1.0,"(100.00%, 100.00%)"
184,0.8,c3,s14,dail,160,0.44,"(39.77%, 48.38%)",102,0.28,"(24.20%, 32.00%)",260,0.72,"(67.72%, 75.53%)",3133497.0,8632.22,"(372611.30%, 1353833.32%)",340,0.94,"(91.55%, 95.78%)",1598870,4404.6,"(418416.33%, 462503.78%)",363,1.0,"(100.00%, 100.00%)"
185,0.8,c3,s14,din,162,0.45,"(40.32%, 48.94%)",116,0.32,"(27.91%, 36.00%)",235,0.65,"(60.59%, 68.88%)",2951266.0,8130.21,"(378198.94%, 1247842.93%)",326,0.9,"(87.18%, 92.43%)",5394195,14860.04,"(1395371.13%, 1576637.13%)",363,1.0,"(100.00%, 100.00%)"
186,0.8,c3,s15,dail,212,0.1,"(9.08%, 11.26%)",965,0.46,"(44.48%, 48.09%)",1349,0.65,"(62.97%, 66.43%)",15227477.0,7303.35,"(427419.74%, 1033249.51%)",1494,0.72,"(70.03%, 73.28%)",9798503,4699.52,"(466304.20%, 473600.17%)",2085,1.0,"(100.00%, 100.00%)"
187,0.8,c3,s15,din,127,0.06,"(5.23%, 6.96%)",1021,0.49,"(47.16%, 50.78%)",1445,0.69,"(67.64%, 70.97%)",10859492.0,5208.39,"(301596.58%, 740081.31%)",1056,0.51,"(48.84%, 52.45%)",24716641,11854.5,"(1178468.92%, 1192431.89%)",2085,1.0,"(100.00%, 100.00%)"
188,0.8,c3,s16,dail,443,0.3,"(27.70%, 31.60%)",1009,0.68,"(65.54%, 69.54%)",1247,0.83,"(81.88%, 85.05%)",3782744.0,2531.96,"(171463.20%, 334928.24%)",1403,0.94,"(92.89%, 94.93%)",6320175,4230.37,"(418469.82%, 427604.47%)",1494,1.0,"(100.00%, 100.00%)"
189,0.8,c3,s16,din,282,0.19,"(17.20%, 20.55%)",1039,0.7,"(67.58%, 71.51%)",1171,0.78,"(76.62%, 80.14%)",2890771.0,1934.92,"(129618.24%, 257365.83%)",1094,0.73,"(71.34%, 75.12%)",18068368,12093.95,"(1195171.53%, 1223619.37%)",1494,1.0,"(100.00%, 100.00%)"
190,0.8,c3,s17,dail,491,0.63,"(60.09%, 65.80%)",584,0.75,"(72.31%, 77.44%)",655,0.84,"(81.81%, 86.14%)",11221998.0,14387.18,"(614246.91%, 2263188.48%)",715,0.92,"(90.03%, 93.30%)",2766686,3547.03,"(343359.66%, 366047.00%)",780,1.0,"(100.00%, 100.00%)"
191,0.8,c3,s17,din,456,0.58,"(55.55%, 61.37%)",560,0.72,"(69.13%, 74.46%)",626,0.8,"(77.90%, 82.61%)",17287034.0,22162.86,"(373532.08%, 4059040.74%)",715,0.92,"(90.03%, 93.30%)",11391818,14604.89,"(1411753.82%, 1509225.15%)",780,1.0,"(100.00%, 100.00%)"
192,0.8,c3,s18,dail,17,0.38,"(25.72%, 49.84%)",25,0.56,"(43.20%, 67.92%)",25,0.56,"(43.20%, 67.92%)",263261.0,5850.24,"(183365.54%, 986683.35%)",28,0.62,"(50.16%, 74.28%)",308958,6865.73,"(586743.74%, 786402.93%)",45,1.0,"(100.00%, 100.00%)"
193,0.8,c3,s18,din,7,0.16,"(6.54%, 24.57%)",13,0.29,"(17.61%, 40.16%)",16,0.36,"(23.65%, 47.46%)",317624.0,7058.31,"(242478.18%, 1169184.04%)",21,0.47,"(34.26%, 59.08%)",1715988,38133.07,"(3466753.30%, 4159860.03%)",45,1.0,"(100.00%, 100.00%)"
194,0.8,c3,s19,dail,1675,0.52,"(50.58%, 53.49%)",2184,0.68,"(66.49%, 69.21%)",2435,0.76,"(74.40%, 76.89%)",114330376.0,35517.36,"(2988172.67%, 4115298.97%)",2878,0.89,"(88.51%, 90.30%)",13574853,4217.1,"(414736.39%, 428684.11%)",3219,1.0,"(100.00%, 100.00%)"
195,0.8,c3,s19,din,1239,0.38,"(37.07%, 39.91%)",2021,0.63,"(61.38%, 64.19%)",2258,0.7,"(68.81%, 71.48%)",94622163.0,29394.89,"(2446845.69%, 3432133.06%)",2783,0.86,"(85.46%, 87.45%)",57520781,17869.15,"(1755669.87%, 1818159.33%)",3219,1.0,"(100.00%, 100.00%)"
196,0.8,c4,s20,dail,440,0.65,"(61.87%, 67.92%)",548,0.81,"(78.33%, 83.32%)",585,0.86,"(84.10%, 88.46%)",24153741.0,35624.99,"(1828799.43%, 5296197.91%)",626,0.92,"(90.64%, 94.02%)",2445620,3607.11,"(349455.18%, 371966.64%)",678,1.0,"(100.00%, 100.00%)"
197,0.8,c4,s20,din,457,0.67,"(64.43%, 70.38%)",535,0.79,"(76.32%, 81.50%)",566,0.83,"(81.13%, 85.84%)",26210742.0,38658.91,"(1131396.59%, 6600385.72%)",625,0.92,"(90.48%, 93.89%)",9004085,13280.36,"(1294572.42%, 1361499.85%)",678,1.0,"(100.00%, 100.00%)"
198,0.8,c4,s21,dail,305,0.18,"(16.88%, 20.03%)",866,0.52,"(50.36%, 54.42%)",1255,0.76,"(74.19%, 77.66%)",3221939.0,1949.15,"(116141.69%, 273687.59%)",1462,0.88,"(87.15%, 89.74%)",7084137,4285.62,"(424599.64%, 432525.22%)",1653,1.0,"(100.00%, 100.00%)"
199,0.8,c4,s21,din,166,0.1,"(8.82%, 11.26%)",760,0.46,"(43.95%, 48.00%)",1172,0.71,"(69.06%, 72.75%)",2036661.0,1232.1,"(72667.36%, 173752.60%)",1359,0.82,"(80.66%, 83.77%)",19971869,12082.2,"(1200352.79%, 1216086.29%)",1653,1.0,"(100.00%, 100.00%)"
200,0.8,c4,s22,dail,1259,0.45,"(43.24%, 46.34%)",1819,0.65,"(63.22%, 66.20%)",2203,0.78,"(77.09%, 79.65%)",40549397.0,14425.26,"(993040.94%, 1892010.43%)",2526,0.9,"(88.92%, 90.80%)",18028630,6413.6,"(608709.06%, 674010.96%)",2811,1.0,"(100.00%, 100.00%)"
201,0.8,c4,s22,din,1061,0.38,"(36.24%, 39.25%)",1678,0.6,"(58.17%, 61.22%)",2050,0.73,"(71.54%, 74.31%)",28932452.0,10292.58,"(316277.63%, 1742239.05%)",2058,0.73,"(71.83%, 74.59%)",35740885,12714.65,"(1252555.43%, 1290374.84%)",2811,1.0,"(100.00%, 100.00%)"
202,0.8,c4,s24,dail,5,0.05,"(1.50%, 9.26%)",25,0.27,"(19.26%, 34.51%)",51,0.55,"(46.28%, 63.40%)",6606305.0,71035.54,"(2967138.82%, 11239968.71%)",87,0.94,"(89.32%, 97.77%)",587432,6316.47,"(571583.88%, 691710.75%)",93,1.0,"(100.00%, 100.00%)"
203,0.8,c4,s24,din,7,0.08,"(2.99%, 12.07%)",25,0.27,"(19.26%, 34.51%)",49,0.53,"(44.10%, 61.28%)",6315425.0,67907.8,"(3049073.64%, 10532485.50%)",86,0.92,"(87.93%, 97.01%)",1865328,20057.29,"(1834940.70%, 2176517.37%)",93,1.0,"(100.00%, 100.00%)"
204,0.8,c4,s25_2,dail,0,0.0,"(0.00%, 0.00%)",6,0.5,"(25.13%, 74.87%)",9,0.75,"(53.46%, 96.54%)",4458.0,371.5,"(32643.29%, 41656.71%)",7,0.58,"(33.81%, 82.86%)",66672,5556.0,"(468405.85%, 642794.15%)",12,1.0,"(100.00%, 100.00%)"
205,0.8,c4,s25_2,din,0,0.0,"(0.00%, 0.00%)",7,0.58,"(33.81%, 82.86%)",7,0.58,"(33.81%, 82.86%)",9639.0,803.25,"(41394.77%, 119255.23%)",7,0.58,"(33.81%, 82.86%)",307463,25621.92,"(1741517.90%, 3382865.43%)",12,1.0,"(100.00%, 100.00%)"
206,0.8,c4,s25_3,dail,3,0.02,"(0.14%, 4.86%)",18,0.15,"(9.60%, 20.40%)",25,0.21,"(14.69%, 26.98%)",19366916.0,161390.97,"(7488049.17%, 24790144.17%)",90,0.75,"(68.45%, 81.55%)",3262421,27186.84,"(2275059.90%, 3162308.43%)",120,1.0,"(100.00%, 100.00%)"
207,0.8,c4,s25_3,din,3,0.02,"(0.14%, 4.86%)",20,0.17,"(11.03%, 22.30%)",20,0.17,"(11.03%, 22.30%)",8276791.0,68973.26,"(4835773.73%, 8958877.94%)",90,0.75,"(68.45%, 81.55%)",2696321,22469.34,"(2137909.82%, 2355958.51%)",120,1.0,"(100.00%, 100.00%)"
208,0.8,c4,s25_4_1,dail,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",682560.0,37920.0,"(120483.45%, 7463516.55%)",18,1.0,"(100.00%, 100.00%)",181308,10072.67,"(815771.03%, 1198762.30%)",18,1.0,"(100.00%, 100.00%)"
209,0.8,c4,s25_4_1,din,0,0.0,"(0.00%, 0.00%)",2,0.11,"(-1.47%, 23.69%)",2,0.11,"(-1.47%, 23.69%)",642680.0,35704.44,"(537039.49%, 6603849.40%)",18,1.0,"(100.00%, 100.00%)",680752,37819.56,"(3361643.54%, 4202267.57%)",18,1.0,"(100.00%, 100.00%)"
210,0.8,c4,s25_4_2,dail,0,0.0,"(0.00%, 0.00%)",6,0.33,"(14.47%, 52.20%)",6,0.33,"(14.47%, 52.20%)",18471.0,1026.17,"(80749.69%, 124483.65%)",18,1.0,"(100.00%, 100.00%)",207528,11529.33,"(973763.20%, 1332103.47%)",18,1.0,"(100.00%, 100.00%)"
211,0.8,c4,s25_4_2,din,0,0.0,"(0.00%, 0.00%)",2,0.11,"(-1.47%, 23.69%)",3,0.17,"(1.75%, 31.58%)",17512.0,972.89,"(75241.43%, 119336.34%)",15,0.83,"(68.42%, 98.25%)",660443,36691.28,"(3068897.66%, 4269357.89%)",18,1.0,"(100.00%, 100.00%)"
212,0.8,c4,s25_4_3,dail,2980,0.55,"(53.41%, 55.63%)",3178,0.58,"(57.04%, 59.24%)",3787,0.69,"(68.25%, 70.31%)",399095387.0,73014.16,"(6580493.54%, 8022338.03%)",5238,0.96,"(95.38%, 96.28%)",30415049,5564.41,"(549990.79%, 562890.62%)",5466,1.0,"(100.00%, 100.00%)"
213,0.8,c4,s25_4_3,din,2311,0.42,"(41.18%, 43.38%)",2877,0.53,"(51.52%, 53.75%)",3437,0.63,"(61.80%, 63.96%)",493575836.0,90299.27,"(7598258.21%, 10461596.75%)",5022,0.92,"(91.27%, 92.49%)",125932771,23039.29,"(2286303.56%, 2321554.88%)",5466,1.0,"(100.00%, 100.00%)"
214,0.8,c4,s25_4_4_1,dail,207,0.14,"(12.72%, 15.74%)",633,0.44,"(41.36%, 45.65%)",731,0.5,"(48.08%, 52.40%)",123337478.0,84768.03,"(6855986.87%, 10097618.36%)",795,0.55,"(52.48%, 56.79%)",9105763,6258.26,"(613926.57%, 637724.70%)",1455,1.0,"(100.00%, 100.00%)"
215,0.8,c4,s25_4_4_1,din,72,0.05,"(4.01%, 5.89%)",528,0.36,"(34.21%, 38.37%)",651,0.45,"(42.59%, 46.89%)",103487246.0,71125.25,"(5257211.01%, 8967839.99%)",512,0.35,"(33.12%, 37.26%)",35309059,24267.39,"(2386552.66%, 2466926.24%)",1455,1.0,"(100.00%, 100.00%)"
216,0.8,c4,s25_4_4_2,dail,110,0.11,"(9.67%, 13.03%)",424,0.44,"(41.13%, 46.39%)",584,0.6,"(57.67%, 62.86%)",57797617.0,59646.66,"(4707539.92%, 7221792.79%)",810,0.84,"(81.63%, 85.56%)",6243639,6443.38,"(631472.76%, 657204.02%)",969,1.0,"(100.00%, 100.00%)"
217,0.8,c4,s25_4_4_2,din,25,0.03,"(1.74%, 3.42%)",323,0.33,"(30.83%, 35.83%)",471,0.49,"(45.96%, 51.26%)",83855548.0,86538.23,"(5443904.33%, 11863742.31%)",515,0.53,"(50.50%, 55.79%)",25463233,26277.85,"(2574907.25%, 2680661.99%)",969,1.0,"(100.00%, 100.00%)"
218,0.8,c4,s25_4_4_3,dail,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",586692.0,32594.0,"(661521.18%, 5857278.82%)",10,0.56,"(35.67%, 75.44%)",120672,6704.0,"(634779.23%, 706020.77%)",18,1.0,"(100.00%, 100.00%)"
219,0.8,c4,s25_4_4_3,din,0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",0,0.0,"(0.00%, 0.00%)",617003.0,34277.94,"(849131.43%, 6006457.46%)",9,0.5,"(29.99%, 70.01%)",408316,22684.22,"(2161922.72%, 2374921.72%)",18,1.0,"(100.00%, 100.00%)"
220,0.8,c4,s25_4_4_4,dail,1672,0.29,"(28.10%, 30.08%)",2532,0.44,"(42.97%, 45.13%)",3239,0.56,"(55.27%, 57.43%)",458510324.0,79768.67,"(7239890.98%, 8713843.33%)",5133,0.89,"(88.63%, 89.97%)",38857715,6760.21,"(664648.32%, 687394.65%)",5748,1.0,"(100.00%, 100.00%)"
221,0.8,c4,s25_4_4_4,din,1281,0.22,"(21.38%, 23.19%)",2167,0.38,"(36.65%, 38.75%)",2860,0.5,"(48.67%, 50.84%)",508729830.0,88505.54,"(7508558.53%, 10192548.99%)",4750,0.83,"(81.81%, 83.46%)",144023113,25056.21,"(2484497.09%, 2526745.53%)",5748,1.0,"(100.00%, 100.00%)"
222,0.8,c4,s25_4_4_5,dail,1429,0.29,"(27.79%, 29.91%)",2704,0.55,"(53.43%, 55.76%)",2888,0.58,"(57.15%, 59.46%)",441396953.0,89117.09,"(8063182.59%, 9760235.66%)",4288,0.87,"(85.77%, 87.37%)",29605699,5977.33,"(592557.96%, 602907.37%)",4953,1.0,"(100.00%, 100.00%)"
223,0.8,c4,s25_4_4_5,din,816,0.16,"(15.61%, 17.34%)",2606,0.53,"(51.44%, 53.79%)",2736,0.55,"(54.07%, 56.41%)",598852601.0,120907.05,"(10338554.06%, 13842855.23%)",4002,0.81,"(79.88%, 81.72%)",115738928,23367.44,"(2316742.87%, 2356745.03%)",4953,1.0,"(100.00%, 100.00%)"
224,0.8,c5,s26,dail,14,0.17,"(10.31%, 24.26%)",39,0.48,"(38.93%, 57.37%)",44,0.54,"(45.13%, 63.51%)",67947.0,838.85,"(48731.88%, 119038.49%)",73,0.9,"(84.62%, 95.63%)",454992,5617.19,"(529779.66%, 593657.38%)",81,1.0,"(100.00%, 100.00%)"
225,0.8,c5,s26,din,23,0.28,"(20.08%, 36.71%)",46,0.57,"(47.65%, 65.93%)",51,0.63,"(54.05%, 71.87%)",89535.0,1105.37,"(60866.66%, 160207.42%)",79,0.98,"(94.67%, 100.39%)",1304241,16101.74,"(1485422.88%, 1734925.27%)",81,1.0,"(100.00%, 100.00%)"
226,0.8,c5,s27,dail,34,0.06,"(4.65%, 8.16%)",148,0.28,"(24.66%, 31.09%)",200,0.38,"(34.19%, 41.14%)",22312955.0,42020.63,"(2185284.88%, 6218841.30%)",484,0.91,"(89.11%, 93.18%)",10087009,18996.25,"(1721820.38%, 2077429.71%)",531,1.0,"(100.00%, 100.00%)"
227,0.8,c5,s27,din,57,0.11,"(8.52%, 12.95%)",158,0.3,"(26.48%, 33.03%)",203,0.38,"(34.75%, 41.71%)",39162074.0,73751.55,"(2887777.85%, 11862532.51%)",474,0.89,"(87.05%, 91.48%)",12055933,22704.21,"(2194196.99%, 2346644.06%)",531,1.0,"(100.00%, 100.00%)"
